user_id,age,employment_type,monthly_income,monthly_expenses,monthly_savings,education_loan,personal_loan,home_loan,vehicle_loan,credit_card_due,total_loans,investment_stocks,investment_crypto,investment_commodities,investment_bonds,credit_score,emergency_fund_months,debt_to_income_ratio,financial_health_score,risk_category
U501802,53,Salaried,142748,87329,18974,543614,1338872,2753451,1816035,64270,6451972,463153,74726,143110,533253,752,6,3.77,53.0,Medium
U501803,52,Business,89587,48461,19731,133278,563605,2173052,1485693,20743,4355628,68709,56539,104839,1018161,681,7,4.05,59.0,Medium
U501804,35,Self-Employed,175390,96078,56797,24749,743940,6093781,2479577,20969,9342047,771864,316896,237297,1120115,640,8,4.44,63.0,Medium
U501805,30,Student,18040,13738,4302,53380,6899,0,0,1335,60279,1373,236,4045,23274,604,7,0.28,46.0,Medium
U501806,34,Salaried,65315,30311,13795,305963,344071,1509145,784180,4774,2943359,30349,27546,28915,71406,621,7,3.76,47.0,Medium
U501807,43,Salaried,69961,31751,12830,80023,559547,491860,447294,16455,1578724,146514,69226,106637,287745,661,0,1.88,41.0,Medium
U501808,49,Salaried,21552,9639,7397,70184,26703,1007871,49017,10168,1153775,24986,44961,33055,164373,577,3,4.46,51.0,Medium
U501809,41,Business,185284,94965,60981,5674,1448230,7742702,368590,20677,9565196,450094,120197,54781,1552790,529,0,4.3,43.0,Medium
U501810,23,Salaried,88434,56364,23699,80141,628603,2999274,226503,14975,3934521,157522,82567,62044,114993,617,3,3.71,44.0,Medium
U501811,34,Business,84285,54184,25470,207265,328976,1250892,565202,34815,2352335,49967,95083,33019,378004,538,1,2.33,40.0,Medium
U501812,29,Salaried,247520,160805,74313,1000247,1437282,1524466,3678332,94883,7640327,522593,337286,458972,1680618,450,3,2.57,44.0,Medium
U501813,51,Business,77417,35212,15418,356632,385934,3248853,734883,35755,4726302,13685,146504,55516,584276,649,9,5.09,57.0,Medium
U501814,26,Salaried,126111,71760,41095,311007,247526,4169165,2133220,40433,6860918,182882,107146,65133,269080,562,3,4.53,44.0,Medium
U501815,57,Salaried,116489,47709,29748,5960,529557,2732280,1514234,5652,4782031,75702,196534,244491,915032,384,8,3.42,48.0,Medium
U501816,25,Salaried,170472,90888,35233,73794,331561,2798004,183548,37732,3386907,121101,51268,166591,562364,355,11,1.66,45.0,Medium
U501817,30,Business,149809,93492,24034,880074,898007,6198194,2622177,23950,10598452,262120,65658,34735,295208,485,7,5.9,41.0,Medium
U501818,38,Salaried,37717,21238,8814,80285,307265,561102,541815,17606,1490467,118719,19513,51584,166024,498,4,3.29,43.0,Medium
U501819,58,Self-Employed,102922,70318,27802,265828,157653,3064697,1694156,19935,5182334,47383,90556,25391,492381,781,10,4.2,64.0,Medium
U501820,41,Business,33484,21873,10654,120702,106475,1362346,563612,12638,2153135,83196,54224,12834,132489,821,9,5.36,67.0,Medium
U501821,39,Salaried,215456,115161,55599,172863,1813070,2017378,2226110,99096,6229421,135529,45245,60660,292530,307,1,2.41,25.0,High
U501822,50,Business,27397,17179,8232,156400,70133,1180807,110234,4591,1517574,9183,18022,21273,99934,800,5,4.62,56.0,Medium
U501823,38,Salaried,226860,146025,47588,499834,1213816,6230053,869226,88607,8812929,27211,261175,295082,2303866,619,2,3.24,47.0,Medium
U501824,30,Student,16042,8375,7667,115342,32344,0,0,192,147686,6919,2296,1518,41552,794,2,0.77,55.0,Medium
U501825,41,Salaried,194440,100020,57038,868681,1048636,332400,3470192,56469,5719909,517171,225153,197932,800871,717,8,2.45,61.0,Medium
U501826,50,Salaried,233036,159948,70788,407228,2189621,4753774,317157,60539,7667780,558455,127690,271707,483521,364,9,2.74,46.0,Medium
U501827,59,Self-Employed,177632,106939,21465,797157,280023,374846,2732086,36805,4184112,134364,51167,105463,1028946,407,3,1.96,32.0,High
U501828,57,Salaried,111129,67048,14517,301788,595075,297225,1918179,29911,3112267,24502,21093,75898,305111,652,3,2.33,40.0,Medium
U501829,42,Salaried,102054,63928,22992,596666,841856,3372878,278055,15684,5089455,57099,230078,172757,778017,499,6,4.16,49.0,Medium
U501830,57,Business,197947,107998,24978,656517,1750122,8364594,3250281,97957,14021514,27030,20568,87968,430217,381,3,5.9,27.0,High
U501831,43,Salaried,104002,48607,31763,160381,91791,3622190,1579200,34671,5453562,367527,148393,122516,802993,675,6,4.37,60.0,Medium
U501832,43,Salaried,236111,128741,74584,368414,719822,7632663,1636072,95783,10356971,356425,154250,210475,512142,330,9,3.66,44.0,Medium
U501833,41,Salaried,127649,83835,42641,217659,50438,3535363,1723142,47886,5526602,100063,20964,42257,166664,708,8,3.61,56.0,Medium
U501834,27,Salaried,201833,131145,46572,52755,1366769,4746544,1131659,32498,7297727,177494,59121,7399,490078,380,5,3.01,35.0,High
U501835,30,Business,184541,134305,40042,875638,1610943,2266828,1437327,6521,6190736,576589,95441,369688,899797,335,4,2.8,37.0,High
U501836,58,Salaried,91094,57406,9349,305111,454431,551914,1125613,2463,2437069,391460,73652,135324,573928,792,8,2.23,60.0,Medium
U501837,38,Self-Employed,204077,110454,55691,281263,1620341,7463442,2544274,58115,11909320,49844,143602,60652,1125303,430,8,4.86,46.0,Medium
U501838,20,Student,17745,10481,7264,17442,39099,0,0,241,56541,836,1284,2529,13857,601,11,0.27,58.0,Medium
U501839,59,Self-Employed,167507,99988,22762,910327,900859,5474881,1760279,12957,9046346,427517,56930,7251,1264526,759,8,4.5,58.0,Medium
U501840,28,Student,6812,5270,1542,25410,6820,0,0,92,32230,1356,249,1890,8938,484,8,0.39,43.0,Medium
U501841,55,Salaried,170960,76867,30992,786253,1617085,5842701,2906844,81889,11152883,395549,119663,237766,616473,613,4,5.44,45.0,Medium
U501842,32,Salaried,231791,120691,67511,91425,556957,10048915,2671768,34639,13369065,331747,429126,225490,1440297,365,9,4.81,49.0,Medium
U501843,49,Salaried,134794,94373,13889,707758,721906,4782937,597197,47821,6809798,396789,303589,249727,855470,599,8,4.21,53.0,Medium
U501844,28,Business,214451,129358,69258,471888,106721,3340898,3531045,105953,7450552,139773,284044,41559,1102287,738,5,2.9,56.0,Medium
U501845,32,Business,158537,78184,19600,247441,697264,7584705,1415171,32788,9944581,209455,262487,115411,812574,535,0,5.23,34.0,High
U501846,30,Self-Employed,170620,98480,50031,335538,1176618,6098365,2765678,24721,10376199,77615,6960,11923,613859,753,1,5.07,46.0,Medium
U501847,25,Student,11693,7716,3977,53167,15093,0,0,289,68260,6486,4975,2968,11546,378,4,0.49,36.0,High
U501848,40,Salaried,204905,146057,62994,1031859,356193,6604523,1293106,7232,9285681,711228,400486,326231,862265,428,10,3.78,54.0,Medium
U501849,31,Business,176827,78657,42042,72971,1163909,3462703,945445,83003,5645028,182199,70272,111380,521728,309,2,2.66,29.0,High
U501850,18,Student,14404,7202,7202,36089,5529,0,0,2163,41618,77,4352,7352,32818,717,3,0.24,55.0,Medium
U501851,27,Salaried,242651,140554,79084,168716,2096712,8742085,1223794,30534,12231307,145301,161638,371055,2210423,665,8,4.2,62.0,Medium
U501852,20,Student,8835,6536,2299,14950,17352,0,0,1593,32302,2107,1513,1565,3444,401,4,0.3,33.0,High
U501853,36,Salaried,236602,103091,71786,115748,1677093,5589666,1752428,101997,9134935,221905,583035,604566,1914121,530,0,3.22,44.0,Medium
U501854,53,Business,171813,77441,20458,897149,1173813,869046,2234211,62865,5174219,68825,117913,34798,475409,693,4,2.51,43.0,Medium
U501855,36,Business,106388,57094,32042,251144,280647,1633042,1291401,6028,3456234,65217,12331,62808,333305,388,3,2.71,35.0,High
U501856,44,Salaried,185953,135048,26348,295705,1326351,868686,303880,65925,2794622,126760,18481,182746,680789,364,2,1.25,28.0,High
U501857,24,Student,5492,3508,1984,34073,1883,0,0,359,35956,421,667,384,3082,700,4,0.55,49.0,Medium
U501858,52,Self-Employed,162196,83633,31202,576123,692889,2817608,666052,77064,4752672,6395,40615,56396,367427,665,5,2.44,45.0,Medium
U501859,30,Student,5140,4076,1064,5781,6534,0,0,104,12315,211,38,210,965,417,4,0.2,31.0,High
U501860,26,Business,69377,48559,21724,147538,29752,3161343,328364,30384,3666997,29976,174398,71514,706302,607,6,4.4,58.0,Medium
U501861,57,Self-Employed,40398,27083,6650,135617,58587,1469138,608452,755,2271794,120293,39424,27651,337601,555,3,4.69,44.0,Medium
U501862,59,Salaried,105491,65247,29521,598879,707696,2060137,1104897,25441,4471609,17737,63452,135744,499762,677,3,3.53,48.0,Medium
U501863,29,Student,17609,13394,4215,51687,537,0,0,2232,52224,10248,3983,7526,22419,633,3,0.25,42.0,Medium
U501864,50,Salaried,96626,59893,31871,122544,327680,4637070,1483143,17331,6570437,240033,40207,199262,798582,385,6,5.67,48.0,Medium
U501865,38,Self-Employed,203529,148264,33159,610018,1090481,541610,1306677,12139,3548786,191887,38378,100090,855666,751,4,1.45,48.0,Medium
U501866,38,Salaried,150924,111936,44991,757247,417716,7056450,2090784,12566,10322197,179556,228596,198343,607456,383,0,5.7,33.0,High
U501867,56,Salaried,228339,143502,63476,471757,918223,8429638,3722323,84511,13541941,1082916,441171,142783,1360919,739,0,4.94,51.0,Medium
U501868,50,Business,165281,97096,24970,72058,1343034,5657274,825574,13058,7897940,413516,149598,147492,453311,522,2,3.98,36.0,High
U501869,29,Student,9738,5800,3938,53730,12512,0,0,1519,66242,9323,5413,4381,13336,547,3,0.57,44.0,Medium
U501870,58,Self-Employed,25136,11500,2884,20473,53444,1130022,77085,9227,1281024,80034,26457,1141,183182,471,8,4.25,46.0,Medium
U501871,43,Self-Employed,86374,51976,12116,92928,637698,3084321,1253327,13831,5068274,60712,84007,118370,411921,802,10,4.89,61.0,Medium
U501872,37,Business,156704,79332,46227,433658,550457,2456764,2615902,72622,6056781,518660,81316,125498,1390121,350,10,3.22,53.0,Medium
U501873,45,Business,246950,106387,79116,751810,2261088,4914075,3114628,60786,11041601,189093,328158,376410,1126933,616,7,3.73,55.0,Medium
U501874,27,Self-Employed,227274,92299,58185,295160,1255047,6350729,2031057,64811,9931993,130014,76133,13276,401425,402,2,3.64,31.0,High
U501875,41,Salaried,108987,56957,16805,53140,73470,2858902,781618,15372,3767130,229131,27549,36210,1105239,483,6,2.88,46.0,Medium
U501876,40,Self-Employed,216702,113959,51825,1163382,837233,1370892,512479,107113,3883986,38023,112610,180033,1776875,645,10,1.49,60.0,Medium
U501877,18,Student,15589,8515,7074,109169,14350,0,0,301,123519,2321,623,49,3389,716,6,0.66,56.0,Medium
U501878,27,Self-Employed,229145,100009,68729,856125,1674276,9127887,142559,105540,11800847,201162,190594,87719,1052302,334,4,4.29,36.0,High
U501879,59,Salaried,66157,30866,14491,331746,25868,975460,557552,18036,1890626,49605,18259,1757,92872,508,3,2.38,36.0,High
U501880,51,Self-Employed,158924,84586,27429,828745,98504,3702407,1635155,69866,6264811,114482,36554,184515,855687,722,8,3.29,55.0,Medium
U501881,41,Salaried,142839,83643,18242,337200,88901,3118807,1668765,51319,5213673,331973,91527,69708,626756,476,0,3.04,31.0,High
U501882,30,Salaried,67555,47413,20642,317078,74118,570266,906494,32318,1867956,83403,18702,37855,164541,822,10,2.3,65.0,Medium
U501883,42,Salaried,195028,143542,35768,338586,1037229,9076453,791632,9630,11243900,114887,64653,247491,1079616,766,7,4.8,56.0,Medium
U501884,57,Salaried,102660,74678,25467,178470,816170,1897994,1347352,3368,4239986,55501,152328,49077,792433,320,3,3.44,35.0,High
U501885,57,Salaried,101054,43356,13462,593337,753454,4091418,428767,31686,5866976,121908,143929,12355,1153230,458,8,4.84,49.0,Medium
U501886,41,Self-Employed,208205,106445,67670,1240673,1010993,2793245,2346234,7391,7391145,178555,513768,504447,1593249,322,9,2.96,51.0,Medium
U501887,24,Student,11044,7761,3283,33849,8098,0,0,1925,41947,2903,698,6737,24741,787,0,0.32,45.0,Medium
U501888,26,Self-Employed,232881,166832,39112,325495,1549309,1266874,4086947,99461,7228625,515624,83114,77114,1303641,441,10,2.59,48.0,Medium
U501889,49,Salaried,186903,119486,56514,769317,91900,7748757,324508,45665,8934482,444558,387559,353076,1191802,749,11,3.98,70.0,Low
U501890,52,Salaried,88206,38398,14443,69557,106632,1547039,1482625,19494,3205853,4656,37196,14067,240652,828,10,3.03,59.0,Medium
U501891,57,Salaried,215334,139922,23438,443916,1226455,2431010,1700380,1824,5801761,197959,10238,121854,495385,766,10,2.25,55.0,Medium
U501892,25,Student,7574,3897,3677,16336,1735,0,0,18,18071,2583,1302,1291,1559,372,4,0.2,40.0,Medium
U501893,27,Student,10601,5838,4763,13239,12801,0,0,1571,26040,2330,4692,1471,19445,663,4,0.2,52.0,Medium
U501894,27,Salaried,132482,66520,44689,310097,712900,138479,2209081,44047,3370557,64161,9079,62292,205048,844,4,2.12,55.0,Medium
U501895,39,Self-Employed,180797,78898,20660,38106,416369,1754687,886942,27161,3096104,272103,211999,166924,547455,541,2,1.43,35.0,High
U501896,59,Self-Employed,46376,20414,12063,125572,443385,544728,538234,8420,1651919,12933,17757,10038,273173,546,3,2.97,42.0,Medium
U501897,29,Business,182195,120255,19597,1020926,1258476,7365903,2888809,35010,12534114,135450,203357,40255,1101152,334,4,5.73,31.0,High
U501898,24,Salaried,82270,33250,10441,483057,338326,1985338,926668,29448,3733389,118741,84256,50585,516625,826,0,3.78,46.0,Medium
U501899,56,Salaried,171484,116555,19518,438783,1401199,6959411,1597275,37296,10396668,512954,9973,220857,1275238,653,6,5.05,51.0,Medium
U501900,48,Business,177012,107745,59792,176038,381859,1198531,2484928,58942,4241356,262916,319977,354881,1061739,703,4,2.0,57.0,Medium
U501901,44,Self-Employed,56028,41921,6203,59471,192328,2030542,224149,1755,2506490,243129,79372,43427,283560,511,1,3.73,36.0,High
U501902,27,Student,11101,8934,2167,49373,23218,0,0,952,72591,2213,2194,2639,10624,445,9,0.54,41.0,Medium
U501903,26,Student,19453,10267,9186,20553,24960,0,0,2450,45513,6960,1047,4681,11555,518,4,0.19,46.0,Medium
U501904,43,Salaried,217507,121256,50690,352051,689652,8447901,1891447,79256,11381051,6893,122013,115322,533621,459,0,4.36,30.0,High
U501905,43,Self-Employed,43207,27169,5919,179054,221289,1824175,289985,14854,2514503,88717,46944,48424,65442,358,7,4.85,36.0,High
U501906,49,Self-Employed,195436,97640,52337,487318,897388,9288838,3347175,65229,14020719,425315,35661,192980,1792538,517,9,5.98,56.0,Medium
U501907,59,Salaried,226093,118745,40003,439969,877399,4446525,3561582,22276,9325475,461028,338341,106493,1574107,735,9,3.44,61.0,Medium
U501908,28,Salaried,103755,76553,15839,596301,397474,3392850,727156,40345,5113781,264572,105909,127505,572102,808,2,4.11,51.0,Medium
U501909,29,Student,11196,7416,3780,40580,16452,0,0,1421,57032,2230,557,466,5190,724,1,0.42,44.0,Medium
U501910,58,Self-Employed,56571,23670,19243,208387,430702,855839,545424,4976,2040352,17858,13432,10668,130360,574,8,3.01,51.0,Medium
U501911,25,Salaried,175510,114958,35319,601291,1162584,6443625,142374,56643,8349874,928604,449557,380921,675251,639,0,3.96,45.0,Medium
U501912,57,Salaried,41524,23565,10137,36230,329532,1108549,613674,14095,2087985,118812,55422,104161,268761,661,8,4.19,60.0,Medium
U501913,35,Salaried,232971,121898,69236,1214574,1359452,6228308,819206,13406,9621540,35087,141325,92577,440736,476,10,3.44,49.0,Medium
U501914,35,Salaried,41447,22683,12629,225447,167004,84792,559978,8810,1037221,21579,652,3644,73717,404,1,2.09,31.0,High
U501915,42,Business,102145,73287,18682,231035,525403,216994,147308,50096,1120740,209441,61922,377,306081,660,1,0.91,40.0,Medium
U501916,53,Salaried,149569,85227,49922,515529,1191990,6598568,700720,47758,9006807,256535,2097,75116,334239,680,7,5.02,55.0,Medium
U501917,49,Self-Employed,38678,16028,11460,73654,41450,1796040,73724,4964,1984868,136827,97478,49810,236354,801,9,4.28,70.0,Low
U501918,27,Self-Employed,149591,66410,20910,690061,963209,908164,1087115,30464,3648549,215467,229994,299658,1180288,432,10,2.03,50.0,Medium
U501919,28,Self-Employed,119525,89161,23819,348212,306848,623961,935804,8805,2214825,118112,128556,124837,483149,329,1,1.54,28.0,High
U501920,22,Student,18487,13989,4498,73503,32783,0,0,510,106286,1091,4811,9170,38651,718,8,0.48,54.0,Medium
U501921,24,Salaried,108809,46374,14896,163980,581735,3130935,485179,45834,4361829,223687,290016,217704,747556,386,8,3.34,45.0,Medium
U501922,48,Salaried,68248,27334,20413,138570,225614,1883927,835721,24459,3083832,794,43238,13208,172208,399,4,3.77,36.0,High
U501923,44,Salaried,40336,20855,5950,32273,107622,633592,78699,12573,852186,80685,95569,43463,292770,488,5,1.76,44.0,Medium
U501924,44,Self-Employed,155851,96971,31260,184468,1419248,1021879,938568,6633,3564163,41051,91750,143085,805541,818,8,1.91,60.0,Medium
U501925,53,Business,24374,12137,3271,70282,7153,597498,123161,660,798094,38437,14814,10038,119892,786,6,2.73,53.0,Medium
U501926,32,Salaried,107066,47220,23553,581458,85882,5110323,953617,12363,6731280,108750,56053,1251,203467,433,5,5.24,37.0,High
U501927,34,Salaried,69170,42291,15134,164331,224848,928557,652396,17232,1970132,108032,37512,52069,314498,592,6,2.37,48.0,Medium
U501928,29,Business,240439,110579,40196,1216419,17605,728602,2299255,9135,4261881,278712,289907,347478,863427,531,8,1.48,47.0,Medium
U501929,41,Salaried,101699,48137,18104,399276,971043,1238134,1469017,10339,4077470,201006,21835,72987,214255,332,8,3.34,37.0,High
U501930,22,Self-Employed,21827,16256,3457,17534,123914,821200,64482,4148,1027130,9071,4525,3820,81709,307,11,3.92,40.0,Medium
U501931,56,Salaried,197507,104250,55335,406349,322048,1702814,2283153,49924,4714364,436870,365654,335952,994342,337,11,1.99,51.0,Medium
U501932,44,Self-Employed,227008,154502,71876,1263237,2164770,9851524,2038706,102313,15318237,427885,1915,124212,906177,419,4,5.62,40.0,Medium
U501933,41,Salaried,66494,49134,17509,35174,24648,621820,1113669,21498,1795311,344868,80523,129599,334030,489,2,2.25,44.0,Medium
U501934,56,Self-Employed,198643,136371,40070,33167,1092825,540448,2619975,4835,4286415,142384,161242,118710,2162606,366,4,1.8,40.0,Medium
U501935,24,Student,19246,11261,7985,18884,22200,0,0,1530,41084,2649,2100,1873,33333,799,11,0.18,67.0,Medium
U501936,31,Salaried,67357,45845,23518,110943,162171,626276,211112,18231,1110502,57245,44705,31388,108162,380,3,1.37,36.0,High
U501937,55,Salaried,183119,133846,19756,138738,1462376,7033395,2955764,66463,11590273,432466,14031,211967,667445,591,2,5.27,37.0,High
U501938,44,Self-Employed,65478,37033,15727,59748,179093,2675103,880020,11910,3793964,292580,150533,120105,340054,680,2,4.83,51.0,Medium
U501939,59,Business,137695,76121,27584,524595,558384,112692,155838,59592,1351509,79708,77118,50579,262176,401,0,0.82,26.0,High
U501940,50,Business,65180,35556,17392,359090,147811,1663662,878063,19778,3048626,197477,67034,95370,145875,840,3,3.9,55.0,Medium
U501941,40,Business,172072,121273,18660,393874,1651660,7610442,1984150,34505,11640126,441449,212777,61431,1754273,421,2,5.64,36.0,High
U501942,40,Salaried,177798,115552,22437,134598,800582,1132733,17738,10391,2085651,187033,149878,82120,384409,602,8,0.98,46.0,Medium
U501943,53,Self-Employed,20092,8599,2435,55926,125703,797986,283044,5891,1262659,31555,9535,10140,31994,733,9,5.24,53.0,Medium
U501944,29,Student,9086,5622,3464,23038,7321,0,0,1670,30359,8109,2609,3299,8323,817,2,0.28,52.0,Medium
U501945,38,Salaried,212348,152891,43613,861071,1582069,9593604,3350483,863,15387227,149426,148347,34527,456005,723,3,6.04,45.0,Medium
U501946,48,Self-Employed,54101,28188,8049,298750,77668,1914110,918292,12661,3208820,193748,102279,103923,199100,814,9,4.94,63.0,Medium
U501947,19,Student,12831,8782,4049,41488,4237,0,0,1298,45725,4998,1912,3115,7369,766,0,0.3,44.0,Medium
U501948,35,Salaried,149101,97011,45010,360629,1056495,1957162,264192,56646,3638478,107007,243873,31243,882783,379,5,2.03,42.0,Medium
U501949,21,Student,7177,5323,1854,24407,13479,0,0,1247,37886,1398,843,1132,8629,620,4,0.44,43.0,Medium
U501950,31,Self-Employed,24244,9894,8230,118648,210893,687709,28034,327,1045284,47418,232,7655,78370,372,3,3.59,37.0,High
U501951,50,Salaried,136555,56578,39772,56902,1306315,2347409,1956149,11833,5666775,171541,63161,218317,763554,626,6,3.46,53.0,Medium
U501952,21,Student,8760,5815,2945,30676,5842,0,0,133,36518,4238,4051,410,18908,724,1,0.35,46.0,Medium
U501953,42,Self-Employed,144286,58878,43675,469366,1308765,786393,2580135,4392,5144659,138808,15962,22807,286246,632,7,2.97,51.0,Medium
U501954,48,Self-Employed,190712,76293,25189,1078595,896512,7802681,3385990,17510,13163778,63567,108060,65133,694784,462,3,5.75,33.0,High
U501955,30,Self-Employed,156940,90285,19533,256022,172646,3964794,221393,36177,4614855,123514,96643,46344,1220852,365,0,2.45,27.0,High
U501956,42,Salaried,187859,114786,27896,550908,1214500,2234679,1247208,37919,5247295,146414,120838,185379,2161543,657,2,2.33,47.0,Medium
U501957,23,Salaried,130909,64463,34834,520756,1036268,2804348,1566600,28022,5927972,11306,33020,48577,572824,346,10,3.77,44.0,Medium
U501958,36,Salaried,135848,68740,29197,592016,194475,6505273,2023500,4807,9315264,472622,195256,23928,1253389,559,10,5.71,59.0,Medium
U501959,27,Self-Employed,220103,155182,71380,186744,248437,8380146,25964,67350,8841291,351522,36632,175388,1741932,759,8,3.35,65.0,Medium
U501960,36,Self-Employed,133683,85236,45514,602329,303214,154281,2366793,36251,3426617,527955,98752,266606,639654,683,8,2.14,63.0,Medium
U501961,52,Salaried,192527,87878,48107,235936,1757266,2070938,2547098,64454,6611238,705078,390503,12230,986233,634,0,2.86,44.0,Medium
U501962,29,Salaried,134108,95165,16514,745564,531966,732360,804451,4238,2814341,26920,89701,378120,1405373,543,4,1.75,45.0,Medium
U501963,37,Salaried,71815,53412,15362,299630,345107,2788563,507241,15349,3940541,274932,30546,13035,407983,643,10,4.57,59.0,Medium
U501964,25,Student,19153,11580,7573,38926,36249,0,0,2882,75175,11217,4601,4535,47428,627,3,0.33,48.0,Medium
U501965,55,Self-Employed,214752,112386,51005,92617,304417,5065655,3781329,99398,9244018,930922,89987,130188,1264690,370,9,3.59,48.0,Medium
U501966,24,Student,15143,12226,2917,57584,24845,0,0,2158,82429,6077,2478,2326,22434,689,0,0.45,37.0,High
U501967,32,Business,123997,87850,42666,504990,878075,626701,1330426,3671,3340192,50360,148268,73397,887054,466,5,2.24,47.0,Medium
U501968,27,Business,225823,125947,49946,281332,2167009,6108327,2994148,3049,11550816,213277,90722,55511,795105,677,1,4.26,42.0,Medium
U501969,51,Salaried,40994,22881,10853,6187,236752,266203,100910,18228,610052,94033,42799,51685,211880,499,8,1.24,51.0,Medium
U501970,44,Self-Employed,195282,123751,28275,690955,542760,26488,26358,33596,1286561,451398,113353,229840,476262,409,8,0.55,41.0,Medium
U501971,26,Business,184170,81911,22785,886923,345753,6932745,724615,26314,8890036,342149,3398,303402,1986180,718,3,4.02,51.0,Medium
U501972,26,Salaried,93649,46840,14723,460044,433466,3035004,1312802,18152,5241316,143440,2927,26594,506930,643,11,4.66,56.0,Medium
U501973,51,Self-Employed,166905,125024,17900,889885,709275,1441237,1439445,27103,4479842,568310,135827,224026,681577,600,9,2.24,51.0,Medium
U501974,18,Student,11821,8704,3117,5796,21049,0,0,282,26845,304,60,36,579,389,4,0.19,32.0,High
U501975,59,Salaried,40599,29632,8418,148367,346037,817756,329283,15013,1641443,33844,27774,29290,220903,520,4,3.37,42.0,Medium
U501976,30,Business,46863,29889,15536,30555,152676,2012269,429487,9276,2624987,46586,22205,27789,76414,769,5,4.67,55.0,Medium
U501977,51,Salaried,219923,109226,40115,822767,1854572,5380410,477997,74403,8535746,512855,259147,78639,1530502,322,9,3.23,44.0,Medium
U501978,51,Salaried,232326,117397,40673,166338,812949,6661137,689729,26098,8330153,1005279,149432,610098,1454510,398,10,2.99,51.0,Medium
U501979,47,Self-Employed,127814,70786,23024,371674,800948,2942011,436275,22339,4550908,12215,53353,27493,231338,352,2,2.97,26.0,High
U501980,49,Self-Employed,99378,66289,32477,33485,937020,2711908,405721,13847,4088134,22077,85725,11370,446128,846,9,3.43,66.0,Medium
U501981,47,Business,156524,83360,49262,520088,1050319,4402579,500791,25605,6473777,104460,286809,9195,1053578,524,7,3.45,52.0,Medium
U501982,44,Salaried,214266,108387,28700,1099024,1154740,6634019,2732313,62796,11620096,312449,20419,494521,1661618,686,5,4.52,51.0,Medium
U501983,40,Self-Employed,241697,150432,59569,730385,1043007,11293915,300976,107259,13368283,703102,460268,85573,2046755,713,7,4.61,61.0,Medium
U501984,50,Self-Employed,178960,86830,34915,213519,541244,2746680,2531180,4760,6032623,54510,11148,173368,761662,349,10,2.81,43.0,Medium
U501985,56,Salaried,142176,83116,35953,397892,1210613,2952574,2423970,13115,6985049,347479,47136,104776,865615,573,2,4.09,44.0,Medium
U501986,24,Salaried,211447,87187,71322,1142945,1298836,4717744,2468823,43996,9628348,201313,46826,57918,268877,485,11,3.79,52.0,Medium
U501987,19,Student,12075,10204,1871,32799,13633,0,0,2303,46432,1307,31,904,3184,445,9,0.32,39.0,High
U501988,41,Salaried,43984,26534,12503,186060,416555,1549545,215987,17666,2368147,139282,51183,49906,118284,837,10,4.49,68.0,Medium
U501989,31,Business,133640,85173,38961,207223,502197,4775594,1090045,45854,6575059,178673,66864,72218,207442,571,1,4.1,39.0,High
U501990,48,Salaried,78987,52348,16288,313770,713578,1571176,300596,1019,2899120,115651,56503,12955,402750,362,4,3.06,35.0,High
U501991,36,Salaried,96604,46856,14275,35399,449091,1899988,699263,17346,3083741,73810,27152,34321,290978,486,3,2.66,34.0,High
U501992,26,Self-Employed,203427,87434,57500,768235,1125665,2500926,553506,39944,4948332,413126,178044,47946,598606,801,8,2.03,61.0,Medium
U501993,23,Student,10553,5851,4702,25367,3744,0,0,1365,29111,11909,3178,692,21071,731,5,0.23,57.0,Medium
U501994,30,Student,8292,4497,3795,26398,16082,0,0,1610,42480,5373,1915,3864,13446,479,2,0.43,42.0,Medium
U501995,33,Salaried,229497,96565,77355,173827,284078,9404408,310721,35725,10173034,406592,117074,271997,1133976,539,6,3.69,51.0,Medium
U501996,22,Salaried,114421,61325,27187,529110,516854,4182630,382161,31147,5610755,104898,96242,71957,1217663,476,1,4.09,40.0,Medium
U501997,22,Salaried,234609,137783,58612,579768,413120,2080621,1381957,34589,4455466,118218,116546,44618,394125,465,2,1.58,34.0,High
U501998,19,Student,7288,3764,3524,11168,16958,0,0,156,28126,85,459,381,1444,638,8,0.32,57.0,Medium
U501999,47,Self-Employed,182352,123575,25335,1063913,642108,5106209,2082247,23474,8894477,60928,113069,25108,499442,447,5,4.06,35.0,High
U502000,42,Salaried,226452,123073,54993,863662,101902,5270552,1097434,93794,7333550,890995,217211,518294,1391907,781,10,2.7,68.0,Medium
U502001,26,Self-Employed,219726,159024,34327,1043548,323745,3646569,2318551,88323,7332413,745875,296028,379393,946989,547,1,2.78,39.0,High
U502002,20,Student,5201,3144,2057,34668,8732,0,0,377,43400,55,1011,387,10540,342,2,0.7,33.0,High
U502003,27,Student,17347,12745,4602,80564,28792,0,0,1732,109356,13598,883,5994,17450,637,3,0.53,42.0,Medium
U502004,57,Self-Employed,230592,98449,72311,1310011,1131011,5085889,3056467,12544,10583378,533600,245031,84336,767315,605,6,3.82,52.0,Medium
U502005,24,Self-Employed,139813,61260,17613,322804,709109,4882525,235447,40061,6149885,143309,99228,137534,602166,470,10,3.67,46.0,Medium
U502006,58,Self-Employed,239471,170100,69176,570614,34126,8762891,2616736,9871,11984367,450811,2565,69525,1157551,649,1,4.17,44.0,Medium
U502007,37,Salaried,223420,102333,29866,815049,64408,6500681,276296,30723,7656434,47517,93518,95382,1142908,755,4,2.86,48.0,Medium
